Criação da handle do arquivo XSV bem sucedida.
Definição do separador na handle do arquivo XSV bem sucedida.
Definição do arquivo de input da handle do arquivo XSV bem sucedida.
Adição de coluna na handle do arquivo XSV bem sucedida.
Adição de coluna na handle do arquivo XSV bem sucedida.
Adição de coluna na handle do arquivo XSV bem sucedida.
Adição de coluna na handle do arquivo XSV bem sucedida.
Transoformação da lista de colunas em conjunto de colunas bem sucedida.
DENOM_SOCIAL;DENOM_SOCIAL;SIT;CD_CVM;SETOR_ATIV
IVEN SA;IVEN SA;CANCELADA;14389;EMP. ADM. PART. - ENERGIA ELéTRICA
J H SANTOS SA COM E INDUSTRIA;J H SANTOS SA COM E INDUSTRIA;CANCELADA;7765;COMÉRCIO (ATACADO E VAREJO)
J.MACEDO S/A;J.MACEDO S/A;ATIVO;21156;ALIMENTOS
JAIME PINHEIRO PARTIC. S/A;JAIME PINHEIRO PARTIC. S/A;CANCELADA;11878;EMP. ADM. PARTICIPAÇÕES
JAMYR VASCONCELLOS SA;JAMYR VASCONCELLOS SA;CANCELADA;7773;COMÉRCIO (ATACADO E VAREJO)
JARAGUA FABRIL SA;JARAGUA FABRIL SA;CANCELADA;7781;TEXTIL E VESTUÁRIO
JARAGUA SA IND MECANICAS;JARAGUA SA IND MECANICAS;CANCELADA;7790;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
JARI CELULOSE SA;JARI CELULOSE SA;CANCELADA;14354;PAPEL E CELULOSE
JAU SA CONST E INCORPORADORA;JAU SA CONST E INCORPORADORA;CANCELADA;7803;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
JBS SA;JBS SA;ATIVO;20575;ALIMENTOS
JEREISSATI PARTICIPAÇÕES S/A;JEREISSATI PARTICIPAÇÕES S/A;ATIVO;8672;EMP. ADM. PART. - TELECOMUNICAçõES
JHSF MALLS S.A.;JHSF MALLS S.A.;ATIVO;24473;COMÉRCIO (ATACADO E VAREJO)
JHSF PARTICIPAÇÕES SA;JHSF PARTICIPAÇÕES SA;ATIVO;20605;EMP. ADM. PART. - CONST. CIVIL, MAT. CONST. E DECORAçãO
JIQUIRIÇA PARTICIPAÇÕES SA;JIQUIRIÇA PARTICIPAÇÕES SA;CANCELADA;18805;EMP. ADM. PARTICIPAÇÕES
JOAO FORTES ENGENHARIA SA;JOAO FORTES ENGENHARIA SA;ATIVO;7811;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
JORNAL DO BRASIL SA;JORNAL DO BRASIL SA;CANCELADA;13455;GRÁFICAS E EDITORAS
JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP;JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP;ATIVO;13285;EMP. ADM. PART. - ALIMENTOS
JP PARTICIPAÇÕES S.A.;JP PARTICIPAÇÕES S.A.;CANCELADA;23299;EMP. ADM. PART. - TELECOMUNICAçõES
JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.;JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.;CANCELADA;12262;EMP. ADM. PART. - TELECOMUNICAçõES
JSL S.A.;JSL S.A.;ATIVO;22020;SERVIçOS TRANSPORTE E LOGíSTICA
JUNGFRAU PARTICIPACOES SA;JUNGFRAU PARTICIPACOES SA;CANCELADA;14893;EMP. ADM. PARTICIPAÇÕES
K-INFRA RODOVIA DO AÇO S.A.;K-INFRA RODOVIA DO AÇO S.A.;ATIVO;22446;SERVIçOS TRANSPORTE E LOGíSTICA
KALIL SEHBE SA IND VESTUARIO;KALIL SEHBE SA IND VESTUARIO;CANCELADA;7846;TEXTIL E VESTUÁRIO
KAROON PETROLEO & GAS SA;KAROON PETROLEO & GAS SA;CANCELADA;22241;PETRÓLEO E GÁS
KARSTEN SA;KARSTEN SA;ATIVO;4146;TEXTIL E VESTUÁRIO
KAUFMANN CACAU INDL E COML SA;KAUFMANN CACAU INDL E COML SA;CANCELADA;7854;ALIMENTOS
KAURI SIGMA SA;KAURI SIGMA SA;CANCELADA;7862;PETROQUíMICOS E BORRACHA
KEPLER WEBER SA;KEPLER WEBER SA;ATIVO;7870;EMP. ADM. PART. - METALURGIA E SIDERURGIA
KIBON SA INDS ALIMENTICIAS;KIBON SA INDS ALIMENTICIAS;CANCELADA;7897;ALIMENTOS
KIEPPE INVESTIMENTOS SA;KIEPPE INVESTIMENTOS SA;CANCELADA;13200;EMP. ADM. PARTICIPAÇÕES
KLABIN S.A.;KLABIN S.A.;ATIVO;12653;PAPEL E CELULOSE
KLABIN SEGALL S/A;KLABIN SEGALL S/A;CANCELADA;20249;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;ATIVO;15083;COMÉRCIO (ATACADO E VAREJO)
KROTON EDUCACIONAL S.A.;KROTON EDUCACIONAL S.A.;ATIVO;17973;EMP. ADM. PART. - EDUCAçãO
KSB BOMBAS HIDRAULICAS SA;KSB BOMBAS HIDRAULICAS SA;CANCELADA;7919;METALURGIA E SIDERURGIA
KUALA SA;KUALA SA;CANCELADA;566;TEXTIL E VESTUÁRIO
LABO ELETRONICA SA;LABO ELETRONICA SA;CANCELADA;12688;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
LABRA IND BRAS DE LAPIS SA;LABRA IND BRAS DE LAPIS SA;CANCELADA;11940;OUTRAS ATIVIDADES INDUSTRIAIS
LAEROB PARTICIPACOES SA;LAEROB PARTICIPACOES SA;CANCELADA;16420;EMP. ADM. PARTICIPAÇÕES
LAFER SA INDUSTRIA E COMERCIO;LAFER SA INDUSTRIA E COMERCIO;CANCELADA;7927;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
LAHOTELS S.A.;LAHOTELS S.A.;CANCELADA;21229;EMP. ADM. PART. - SEM SETOR PRINCIPAL
LAMINACAO NACIONAL METAIS SA;LAMINACAO NACIONAL METAIS SA;CANCELADA;7943;METALURGIA E SIDERURGIA
LAMINACAO NACIONAL METAIS SA;LAMINACAO NACIONAL METAIS SA;CANCELADA;12912;METALURGIA E SIDERURGIA
LANDIS GYR INEPAR;LANDIS GYR INEPAR;CANCELADA;15105;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
LANIFICIO SEHBE SA IND E EXP;LANIFICIO SEHBE SA IND E EXP;CANCELADA;7951;TEXTIL E VESTUÁRIO
LAPSA LATICINIOS PERIZES SA;LAPSA LATICINIOS PERIZES SA;CANCELADA;7960;AGRICULTURA (AÇUCAR, ALCOOL E CANA)
LARAMO SA;LARAMO SA;CANCELADA;12114;OUTRAS ATIVIDADES INDUSTRIAIS
LARK SA MAQ E EQUIPAMENTOS(Massa Falida Administrada Judicialmente p/Soc.Advogados Mandel Advocacia);LARK SA MAQ E EQUIPAMENTOS(Massa Falida Administrada Judicialmente p/Soc.Advogados Mandel Advocacia);CANCELADA;7978;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
LATINTECH CAPITAL S/A;LATINTECH CAPITAL S/A;CANCELADA;18643;EMP. ADM. PARTICIPAÇÕES
LEADS CIA. SECURITIZADORA;LEADS CIA. SECURITIZADORA;ATIVO;23558;SECURITIZAÇÃO DE RECEBÍVEIS
LEASING BMC SA ARREND MERC;LEASING BMC SA ARREND MERC;CANCELADA;13919;ARRENDAMENTO MERCANTIL
LEE SA IND DE CONFECCOES;LEE SA IND DE CONFECCOES;CANCELADA;8001;TEXTIL E VESTUÁRIO
LF TEL SA;LF TEL SA;CANCELADA;17442;EMP. ADM. PART. - TELECOMUNICAçõES
LGT HUB PARTICIPAÇÕES S/A;LGT HUB PARTICIPAÇÕES S/A;CANCELADA;24198;EMP. ADM. PART. - CONST. CIVIL, MAT. CONST. E DECORAçãO
LIBRA TERMINAIS SA;LIBRA TERMINAIS SA;CANCELADA;18295;SERVIçOS TRANSPORTE E LOGíSTICA
LIBRA TERMINAL 35 SA;LIBRA TERMINAL 35 SA;CANCELADA;17574;SERVIçOS TRANSPORTE E LOGíSTICA
LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL;LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL;CANCELADA;17582;SERVIçOS TRANSPORTE E LOGíSTICA
LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL;LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL;ATIVO;23434;SERVIçOS TRANSPORTE E LOGíSTICA
LIDER AVIAÇÃO HOLDING S/A;LIDER AVIAÇÃO HOLDING S/A;CANCELADA;21547;EMP. ADM. PART. - SERVIçOS TRANSPORTE E LOGíSTICA
LIDER TAXI AEREO SA;LIDER TAXI AEREO SA;CANCELADA;8010;SERVIçOS TRANSPORTE E LOGíSTICA
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.;ATIVO;24872;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
LIGA FUTEBOL SA;LIGA FUTEBOL SA;CANCELADA;16691;EMP. ADM. PART. - SEM SETOR PRINCIPAL
LIGAS DE ALUMINIO SA LIASA;LIGAS DE ALUMINIO SA LIASA;CANCELADA;8028;METALURGIA E SIDERURGIA
LIGHT ENERGIA S.A.;LIGHT ENERGIA S.A.;ATIVO;23000;ENERGIA ELÉTRICA
LIGHT SA;LIGHT SA;ATIVO;19879;EMP. ADM. PART. - ENERGIA ELéTRICA
LIGHT SERVIÇOS DE ELETRICIDADE SA;LIGHT SERVIÇOS DE ELETRICIDADE SA;ATIVO;8036;ENERGIA ELÉTRICA
LIMASA SA;LIMASA SA;CANCELADA;12360;METALURGIA E SIDERURGIA
LINHA AMARELA S.A.;LINHA AMARELA S.A.;CANCELADA;16853;SERVIçOS TRANSPORTE E LOGíSTICA
LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.;ATIVO;23680;ENERGIA ELÉTRICA
LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.;ATIVO;23671;ENERGIA ELÉTRICA
LINX S.A.;LINX S.A.;ATIVO;23035;COMUNICAÇÃO E INFORMÁTICA
LION SA;LION SA;CANCELADA;8044;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
LISTEL LISTAS TELEFONICAS SA;LISTEL LISTAS TELEFONICAS SA;CANCELADA;13714;GRÁFICAS E EDITORAS
LITEL PARTICIPACOES SA;LITEL PARTICIPACOES SA;ATIVO;15091;EMP. ADM. PART. - EXTRAçãO MINERAL
LITELA PARTICIPAÇÕES S.A.;LITELA PARTICIPAÇÕES S.A.;ATIVO;24759;EMP. ADM. PART. - EXTRAçãO MINERAL
LIVRARIA DO GLOBO SA;LIVRARIA DO GLOBO SA;CANCELADA;8060;COMÉRCIO (ATACADO E VAREJO)
LIVRARIA JOSE OLYMPIO EDITORA;LIVRARIA JOSE OLYMPIO EDITORA;CANCELADA;8079;GRÁFICAS E EDITORAS
LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;ATIVO;24880;EMP. ADM. PART. - SERVIçOS TRANSPORTE E LOGíSTICA
LOCALIZA  FLEET S.A.;LOCALIZA  FLEET S.A.;ATIVO;24813;SERVIçOS TRANSPORTE E LOGíSTICA
LOCALIZA RENT A CAR SA;LOCALIZA RENT A CAR SA;ATIVO;19739;SERVIçOS TRANSPORTE E LOGíSTICA
LOCAWEB SERVIÇOS DE INTERNET S.A.;LOCAWEB SERVIÇOS DE INTERNET S.A.;CANCELADA;21407;COMUNICAÇÃO E INFORMÁTICA
LOCAWEB SERVIÇOS DE INTERNET S.A.;LOCAWEB SERVIÇOS DE INTERNET S.A.;ATIVO;24910;COMUNICAÇÃO E INFORMÁTICA
LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.;ATIVO;23272;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
LOG-IN LOGISTICA INTERMODAL SA;LOG-IN LOGISTICA INTERMODAL SA;ATIVO;20710;SERVIçOS TRANSPORTE E LOGíSTICA
LOGOS COMPANHIA SECURITIZADORA S/A;LOGOS COMPANHIA SECURITIZADORA S/A;ATIVO;23477;SECURITIZAÇÃO DE RECEBÍVEIS
LOJAS AMERICANAS SA;LOJAS AMERICANAS SA;ATIVO;8087;COMÉRCIO (ATACADO E VAREJO)
LOJAS BRASILEIRAS SA LOBRAS;LOJAS BRASILEIRAS SA LOBRAS;CANCELADA;8109;COMÉRCIO (ATACADO E VAREJO)
LOJAS HERING SA;LOJAS HERING SA;CANCELADA;8117;TEXTIL E VESTUÁRIO
LOJAS RENNER SA;LOJAS RENNER SA;ATIVO;8133;COMÉRCIO (ATACADO E VAREJO)
LONAFLEX SA;LONAFLEX SA;CANCELADA;8141;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
LONGDIS SA;LONGDIS SA;ATIVO;17434;EMP. ADM. PART. - TELECOMUNICAçõES
LORENTZEN EMPREENDIMENTOS SA;LORENTZEN EMPREENDIMENTOS SA;CANCELADA;12351;EMP. ADM. PARTICIPAÇÕES
LOUCOS POR FUTEBOL S.A.;LOUCOS POR FUTEBOL S.A.;CANCELADA;23027;EMP. ADM. PART. - SEM SETOR PRINCIPAL
LPC INDUSTRIAS ALIMENTICIAS SA;LPC INDUSTRIAS ALIMENTICIAS SA;CANCELADA;8184;ALIMENTOS
LPS BRASIL CONSULTORIA DE IMOVEIS S/A;LPS BRASIL CONSULTORIA DE IMOVEIS S/A;ATIVO;20370;EMP. ADM. PART. - CONST. CIVIL, MAT. CONST. E DECORAçãO
LUMIERE SA;LUMIERE SA;CANCELADA;2224;TEXTIL E VESTUÁRIO
LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL;LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL;ATIVO;20060;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
M DEDINI SA METALURGICA;M DEDINI SA METALURGICA;CANCELADA;8206;METALURGIA E SIDERURGIA
M DIAS BRANCO SA IND E COM DE ALIMENTOS;M DIAS BRANCO SA IND E COM DE ALIMENTOS;ATIVO;20338;ALIMENTOS
M HOLDINGS SA;M HOLDINGS SA;CANCELADA;15431;EMP. ADM. PARTICIPAÇÕES
M ROSCOE SA ENG IND E COMERCIO;M ROSCOE SA ENG IND E COMERCIO;CANCELADA;8214;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
M&G POLIÉSTER SA;M&G POLIÉSTER SA;CANCELADA;14559;EMP. ADM. PART. - PETROQUíMICOS E BORRACHA
MACHADINHO ENERGÉTICA SA;MACHADINHO ENERGÉTICA SA;CANCELADA;18929;ENERGIA ELÉTRICA
MADEF SA INDUSTRIA E COMERCIO;MADEF SA INDUSTRIA E COMERCIO;CANCELADA;8222;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
MADEIRA SINTETICA SA;MADEIRA SINTETICA SA;CANCELADA;8230;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
MADEPART SA ADMINISTRAÇÃO E PARTICIPAÇÕES;MADEPART SA ADMINISTRAÇÃO E PARTICIPAÇÕES;CANCELADA;8281;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
MADEZATTI SA;MADEZATTI SA;CANCELADA;8273;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
MAESTRO LOCADORA DE VEÍCULOS S.A.;MAESTRO LOCADORA DE VEÍCULOS S.A.;ATIVO;23612;SERVIçOS TRANSPORTE E LOGíSTICA
MAFISA MALHARIA BLUMENAU SA;MAFISA MALHARIA BLUMENAU SA;CANCELADA;8303;TEXTIL E VESTUÁRIO
MAGAZINE LUIZA SA;MAGAZINE LUIZA SA;ATIVO;22470;COMÉRCIO (ATACADO E VAREJO)
MAGNESITA MINERAÇÃO S.A.;MAGNESITA MINERAÇÃO S.A.;CANCELADA;24244;EMP. ADM. PART. - EXTRAçãO MINERAL
MAGNESITA REFRATARIOS S.A.;MAGNESITA REFRATARIOS S.A.;CANCELADA;20842;EMP. ADM. PART. - EXTRAçãO MINERAL
MAGNESITA SA;MAGNESITA SA;CANCELADA;8311;EXTRAÇÃO MINERAL
MAHLE COFAP ANEIS SA;MAHLE COFAP ANEIS SA;CANCELADA;18520;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
MAHLE METAL LEVE S.A.;MAHLE METAL LEVE S.A.;ATIVO;8575;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
MAISA PARTICIPACOES SA;MAISA PARTICIPACOES SA;CANCELADA;16187;ALIMENTOS
MAISON ECO SA;MAISON ECO SA;CANCELADA;15180;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
MAISON ROYALE SA;MAISON ROYALE SA;CANCELADA;17035;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
MAISONNAVE CIA DE PART;MAISONNAVE CIA DE PART;CANCELADA;8338;EMP. ADM. PARTICIPAÇÕES
MAISONNAVE DTVM SA;MAISONNAVE DTVM SA;CANCELADA;8346;SEGURADORAS E CORRETORAS
MAISONNAVE LEASING SA AM;MAISONNAVE LEASING SA AM;CANCELADA;8354;ARRENDAMENTO MERCANTIL
MAISONNAVE SA CFI;MAISONNAVE SA CFI;CANCELADA;8362;BANCOS
MAKRO ATACADISTA SA;MAKRO ATACADISTA SA;CANCELADA;14834;COMÉRCIO (ATACADO E VAREJO)
MANASA MADEIREIRA NACIONAL SA;MANASA MADEIREIRA NACIONAL SA;CANCELADA;8389;REFLORESTAMENTO
MANGELS INDUSTRIAL S.A.;MANGELS INDUSTRIAL S.A.;ATIVO;8397;EMP. ADM. PART. - METALURGIA E SIDERURGIA
MANUF ART BORRACHA NOGAM SA;MANUF ART BORRACHA NOGAM SA;CANCELADA;12670;TEXTIL E VESTUÁRIO
MANUFATURA DE  BRINQUEDOS ESTRELA SA;MANUFATURA DE  BRINQUEDOS ESTRELA SA;ATIVO;8427;BRINQUEDOS E LAZER
MAORI SA;MAORI SA;CANCELADA;17779;EMP. ADM. PART. - GRáFICAS E EDITORAS
MAPPIN TRUST RECEBIVEIS SA;MAPPIN TRUST RECEBIVEIS SA;CANCELADA;15156;SERVICOS DIVERSOS
MAQUINAS PIRATININGA SA;MAQUINAS PIRATININGA SA;CANCELADA;8435;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
MARAMBAIA ENERGIA RENOVÁVEL SA;MARAMBAIA ENERGIA RENOVÁVEL SA;CANCELADA;12181;AGRICULTURA (AÇUCAR, ALCOOL E CANA)
MARCOPOLO SA;MARCOPOLO SA;ATIVO;8451;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
MARCOVAN SA;MARCOVAN SA;CANCELADA;8460;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
MARFRIG GLOBAL FOODS SA;MARFRIG GLOBAL FOODS SA;ATIVO;20788;ALIMENTOS
MARINA DE IRACEMA PARK SA;MARINA DE IRACEMA PARK SA;ATIVO;16268;HOSPEDAGEM E TURISMO
MARINGA PARK SA;MARINGA PARK SA;CANCELADA;16381;CRÉDITO IMOBILIÁRIO
MARISA LOJAS SA;MARISA LOJAS SA;ATIVO;22055;TEXTIL E VESTUÁRIO
MARISA SA;MARISA SA;CANCELADA;20761;COMÉRCIO (ATACADO E VAREJO)
MARISOL SA;MARISOL SA;CANCELADA;8486;EMP. ADM. PART. - TêXTIL E VESTUáRIO
MARLIM PARTICIPAÇÕES SA;MARLIM PARTICIPAÇÕES SA;CANCELADA;18481;EMP. ADM. PART. - PETRóLEO E GáS
MARSIAJ OLIVEIRA SA;MARSIAJ OLIVEIRA SA;CANCELADA;14575;COMÉRCIO (ATACADO E VAREJO)
MARTREX SA;MARTREX SA;CANCELADA;13064;EMP. ADM. PARTICIPAÇÕES
MASSA FALIDA DA CIA LORENZ;MASSA FALIDA DA CIA LORENZ;CANCELADA;3611;ALIMENTOS
MASSA FALIDA DA CREFISUL LEASING SA ARREND MERCL;MASSA FALIDA DA CREFISUL LEASING SA ARREND MERCL;CANCELADA;15164;ARRENDAMENTO MERCANTIL
MASSA FALIDA DA ENCOL SA ENG COM E INDUSTRIA;MASSA FALIDA DA ENCOL SA ENG COM E INDUSTRIA;CANCELADA;5622;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
MASSA FALIDA DA ENCOL SA ENG COM E INDUSTRIA;MASSA FALIDA DA ENCOL SA ENG COM E INDUSTRIA;CANCELADA;13633;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
MASSA FALIDA DA FÁBRICA DE TECIDOS CARLOS RENAUX S.A.;MASSA FALIDA DA FÁBRICA DE TECIDOS CARLOS RENAUX S.A.;CANCELADA;5827;TEXTIL E VESTUÁRIO
MASSA FALIDA DA MULLER IND E COMERCIO;MASSA FALIDA DA MULLER IND E COMERCIO;CANCELADA;8982;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
MASSA FALIDA DA PROCID PARTICIPAÇÕES E NEGÓCIOS SA;MASSA FALIDA DA PROCID PARTICIPAÇÕES E NEGÓCIOS SA;CANCELADA;17060;EMP. ADM. PART. - INTERMEDIAçãO FINANCEIRA
MASSA FALIDA DA SA IND E COMERCIO CHAPECO;MASSA FALIDA DA SA IND E COMERCIO CHAPECO;ATIVO;10243;ALIMENTOS
MASSA FALIDA DA SHARP SA EQUIPS ELETRONICOS;MASSA FALIDA DA SHARP SA EQUIPS ELETRONICOS;CANCELADA;10642;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
MASSA FALIDA DA TRANSPARANA SA;MASSA FALIDA DA TRANSPARANA SA;ATIVO;11495;COMÉRCIO (ATACADO E VAREJO)
MASSA FALIDA DE BRASPÉROLA INDÚSTRIA E COMÉRCIO SA;MASSA FALIDA DE BRASPÉROLA INDÚSTRIA E COMÉRCIO SA;CANCELADA;3506;TEXTIL E VESTUÁRIO
MASSA FALIDA DE CIA. BRASILEIRA DE ANTIBIÓTICOS - CIBRAN;MASSA FALIDA DE CIA. BRASILEIRA DE ANTIBIÓTICOS - CIBRAN;CANCELADA;12920;FARMACêUTICO E HIGIENE
MASSA FALIDA DE COMPANHIA TEXTIL FERREIRA GUIMARAES;MASSA FALIDA DE COMPANHIA TEXTIL FERREIRA GUIMARAES;CANCELADA;4138;TEXTIL E VESTUÁRIO
MASSA FALIDA DE FAZENDAS REUNIDAS BOI GORDO;MASSA FALIDA DE FAZENDAS REUNIDAS BOI GORDO;CANCELADA;19020;AGRICULTURA (AÇUCAR, ALCOOL E CANA)
MASSA FALIDA DE OLMA SA OLEOS VEGETAIS;MASSA FALIDA DE OLMA SA OLEOS VEGETAIS;CANCELADA;13560;ALIMENTOS
MASSA FALIDA DE SAM INDUSTRIAS SA;MASSA FALIDA DE SAM INDUSTRIAS SA;ATIVO;12980;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A;MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A;ATIVO;20753;BANCOS
MASTER IND PLAST CEARENSE SA;MASTER IND PLAST CEARENSE SA;CANCELADA;7234;PETROQUíMICOS E BORRACHA
MASTER SA TEC PLASTICOS;MASTER SA TEC PLASTICOS;CANCELADA;12548;PETROQUíMICOS E BORRACHA
MATEL TECN DE TELEINF SA;MATEL TECN DE TELEINF SA;CANCELADA;13170;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
MATONE SECURITIZADORA S/A;MATONE SECURITIZADORA S/A;CANCELADA;21059;SECURITIZAÇÃO DE RECEBÍVEIS
MAVERICK SA;MAVERICK SA;CANCELADA;18228;EMP. ADM. PARTICIPAÇÕES
MÁXIMA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S/A;MÁXIMA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S/A;CANCELADA;19780;SECURITIZAÇÃO DE RECEBÍVEIS
MAYUTA SA;MAYUTA SA;CANCELADA;13250;EMP. ADM. PARTICIPAÇÕES
MB ENGENHARIA SA;MB ENGENHARIA SA;CANCELADA;21385;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
MBK SECURITIZADORA S/A;MBK SECURITIZADORA S/A;ATIVO;22861;SECURITIZAÇÃO DE RECEBÍVEIS
MC TRUST SA;MC TRUST SA;CANCELADA;18783;COMUNICAÇÃO E INFORMÁTICA
MC&A SISTEMAS PESSOAIS SA;MC&A SISTEMAS PESSOAIS SA;CANCELADA;13862;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
MCM CIMENTOS S.A.;MCM CIMENTOS S.A.;CANCELADA;22284;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
MCOM SA TELECOMUNICACOES;MCOM SA TELECOMUNICACOES;CANCELADA;14427;EMP. ADM. PARTICIPAÇÕES
MCOM WIRELESS SA;MCOM WIRELESS SA;CANCELADA;15504;EMP. ADM. PARTICIPAÇÕES
MECANICA PESADA SA;MECANICA PESADA SA;CANCELADA;8516;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
MEDIAL SAUDE S/A;MEDIAL SAUDE S/A;CANCELADA;20273;SERVIÇOS MÉDICOS
MEGAPART PARTICIPAÇÕES SA;MEGAPART PARTICIPAÇÕES SA;CANCELADA;18619;EMP. ADM. PARTICIPAÇÕES
MELAMINA ULTRA S.A. INDÚSTRIA  QUÍMICA;MELAMINA ULTRA S.A. INDÚSTRIA  QUÍMICA;CANCELADA;8524;PETROQUíMICOS E BORRACHA
MELPAPER SA;MELPAPER SA;CANCELADA;14532;PAPEL E CELULOSE
MEM CELULAR PARTICIPAÇÕES SA;MEM CELULAR PARTICIPAÇÕES SA;CANCELADA;17531;EMP. ADM. PART. - TELECOMUNICAçõES
MENDES JUNIOR ENGENHARIA SA;MENDES JUNIOR ENGENHARIA SA;ATIVO;4782;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
MENEGAZ S.A. INDUSTRIA E COM.;MENEGAZ S.A. INDUSTRIA E COM.;CANCELADA;13080;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
MENFIS PARTICIPAÇÕES S/A;MENFIS PARTICIPAÇÕES S/A;CANCELADA;22462;EMP. ADM. PART. - SEM SETOR PRINCIPAL
MERCANTIL DO BR FINC SA CFI;MERCANTIL DO BR FINC SA CFI;ATIVO;8540;BANCOS
MERCANTIL DO BRASIL LEASING SA;MERCANTIL DO BRASIL LEASING SA;CANCELADA;15890;ARRENDAMENTO MERCANTIL
MERIDIONAL S.A.;MERIDIONAL S.A.;CANCELADA;12807;METALURGIA E SIDERURGIA
MESBLA SA;MESBLA SA;CANCELADA;8559;COMÉRCIO (ATACADO E VAREJO)
MESBLA TRUST REC CARTAO CRD SA;MESBLA TRUST REC CARTAO CRD SA;CANCELADA;14060;SECURITIZAÇÃO DE RECEBÍVEIS
METAL LEVE ELETR E AUTOM SA;METAL LEVE ELETR E AUTOM SA;CANCELADA;13528;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
METALAC SA IND E COMERCIO;METALAC SA IND E COMERCIO;CANCELADA;8583;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
